"perceptual decision making" -- "attention"
"neuroimaging" -- "brain plasticity"
"neuroimaging" -- "multivariate pattern analysis"
"neuroimaging" -- "tumor imaging"
"neuroimaging" -- "affective processes"
"neuroimaging" -- "striatum"
"neuroimaging" -- "translational psychiatry"
"neuroimaging" -- "diffusion mri"
"neuroimaging" -- "cerebrospinal fluid"
"neuroimaging" -- "body perception"
"neuroimaging" -- "action perception"
"neuroimaging" -- "brain image analysis"
"neuroimaging" -- "schizophrenia"
"neuroimaging" -- "neuroscience"
"neuroimaging" -- "neurowetenschappen"
"ultrafast cooling" -- "heat transfer enhancement"
"cerebral circulation" -- "stroke"
"indoor navigation" -- "computer vision"
"indoor navigation" -- "geoinformatik"
"indoor navigation" -- "cooperative localization"
"computerized adaptive testing" -- "item response theory"
"testosterone" -- "oxytocin"
"intertemporal choice" -- "decision making"
"ghrelin" -- "obesity"
"chronic disease epidemiology" -- "prevention"
"classical reception" -- "comparative literature"
"erasure codes" -- "distributed systems"
"dreaming" -- "analytical psychology"
"dreaming" -- "sleep"
"air pollution" -- "receptor modeling"
"air pollution" -- "source apportionment"
"air pollution" -- "exposure"
"air pollution" -- "pm2.5"
"air pollution" -- "industrial safety"
"air pollution" -- "atmospheric chemistry"
"air pollution" -- "climate change"
"air pollution" -- "aerosol science"
"air pollution" -- "volatile organic compounds"
"air pollution" -- "public health education"
"air pollution" -- "environmental health sciences"
"air pollution" -- "health effects"
"air pollution" -- "aerosol technology"
"air pollution" -- "exposure assessment"
"air pollution" -- "particulate matter"
"air pollution" -- "environmental epidemiology"
"air pollution" -- "air pollution modelling"
"air pollution" -- "polycyclic aromatic hydrocarbons"
"air pollution" -- "industrial hygiene"
"air pollution" -- "environment engineering"
"air pollution" -- "emission inventories"
"air pollution" -- "lichens"
"air pollution" -- "air quality modeling"
"t cells" -- "immunology"
"mesoporous" -- "nanopore"
"timed automata" -- "model checking"
"concrete technology" -- "geopolymer concrete"
"concrete technology" -- "cement chemistry"
"concrete technology" -- "construction materials"
"concrete technology" -- "concrete durability"
"concrete technology" -- "sustainable construction materials"
"popular culture" -- "sociology of time"
"popular culture" -- "critical applied linguistics"
"popular culture" -- "gender"
"popular culture" -- "public theology"
"popular culture" -- "information culture"
"popular culture" -- "higher education pedagogy"
"popular culture" -- "gothic literature"
"popular culture" -- "youth culture"
"astrophysics" -- "gravitational waves"
"astrophysics" -- "black holes"
"astrophysics" -- "neutron stars"
"astrophysics" -- "astronomical instrumentation"
"astrophysics" -- "physics"
"astrophysics" -- "star formation"
"astrophysics" -- "stellar physics"
"astrophysics" -- "experimental quantum optics"
"astrophysics" -- "light pollution"
"astrophysics" -- "plasma physics"
"astrophysics" -- "radio astronomy"
"astrophysics" -- "cosmology"
"astrophysics" -- "agn"
"astrophysics" -- "intergalactic medium"
"astrophysics" -- "x-ray binaries"
"astrophysics" -- "cataclysmic variables"
"astrophysics" -- "supernovae"
"astrophysics" -- "radio galaxies"
"astrophysics" -- "galaxies"
"astrophysics" -- "space science"
"astrophysics" -- "gamma-ray bursts"
"astrophysics" -- "x-ray astronomy"
"astrophysics" -- "transients"
"astrophysics" -- "astronomy"
"astrophysics" -- "observational astronomy"
"brics" -- "us-china relations"
"portfolio selection" -- "mathematical finance"
"distributed cognition" -- "cognitive science"
"distributed cognition" -- "situated cognition"
"endophytes" -- "plant-microbe interactions"
"inovação" -- "competitividad"
"inovação" -- "empreendedorismo"
"inovação" -- "políticas públicas"
"inovação" -- "propriedade intelectual"
"inovação" -- "tecnologias da informação e comunicação"
"indexing" -- "query processing"
"trademark" -- "copyright"
"quartz" -- "biosensors"
"hydro" -- "power systems"
"quantum field theory in curved spacetimes" -- "quantum gravity"
"bronchopulmonary dysplasia" -- "lung development"
"courts" -- "judges"
"courts" -- "law"
"mixed models" -- "bayesian statistics"
"enterprise architecture management" -- "software engineering"
"enterprise architecture management" -- "business information systems"
"nanopositioning" -- "robotics"
"business-to-business marketing" -- "marketing strategy"
"altitude" -- "hypoxia"
"confocal microscopy" -- "immunohistochemistry"
"mass spectroscopy" -- "magnetism"
"nuclear cardiology" -- "cardiovascular magnetic resonance"
"nuclear cardiology" -- "nuclear medicine"
"cardiovascular drug delivery" -- "rna"
"cardiovascular drug delivery" -- "dna vaccines"
"stem" -- "tem"
"stem" -- "teknoloji"
"stem" -- "gender"
"stem" -- "social roles"
"stem" -- "eels"
"formulaic language" -- "second language acquisition"
"formulaic language" -- "discourse markers"
"quantum many-body physics" -- "quantum information"
"amd" -- "retinal degeneration"
"workload characterization" -- "computer architecture"
"earnings quality" -- "corporate governance"
"xfel" -- "fusion"
"silvicultura" -- "ecologia florestal"
"biologia vegetale" -- "agricoltura"
"nutrigenetics" -- "nutrigenomics"
"early psychosis" -- "qualitative"
"cambio social" -- "soberanía alimentaria"
"fish behavior" -- "chemical communication"
"photopolymerization" -- "polymer chemistry"
"service systems" -- "text mining"
"mudanças climáticas" -- "meio ambiente"
"mineral chemistry" -- "materials characterisation"
"computer networks" -- "routing"
"computer networks" -- "network measurement"
"computer networks" -- "distributed systems"
"computer networks" -- "content delivery"
"computer networks" -- "software defined networking"
"computer networks" -- "traffic measurements"
"computer networks" -- "internet measurement"
"computer networks" -- "computer communications"
"computer networks" -- "wireless networks"
"computer networks" -- "performance evaluation"
"computer networks" -- "network management"
"computer networks" -- "network performance"
"computer networks" -- "wireless mobile communications"
"computer networks" -- "information-centric networking"
"computer networks" -- "network virtualization"
"computer networks" -- "future internet architecture"
"computer networks" -- "network security"
"computer networks" -- "network monitoring"
"computer networks" -- "flamingo project"
"computer networks" -- "network resilience"
"fraud" -- "auditing"
"quantum simulation" -- "topological matter"
"quantum simulation" -- "quantum information"
"interviewing" -- "deception detection"
"interviewing" -- "interrogation"
"transparent electrodes" -- "organizations"
"green ict" -- "green it"
"alfabetización" -- "didáctica de la lengua y la literatura"
"alfabetización" -- "análisis del discurso"
"social signal processing" -- "communication sciences"
"social signal processing" -- "human interaction"
"social signal processing" -- "visual information processing"
"social signal processing" -- "affective computing"
"structural heart disease" -- "interventional cardiology"
"comparative public administration" -- "public management"
"trp" -- "orai"
"classical reception studies" -- "classics"
"international human rights" -- "international relations"
"corporate branding" -- "employer branding"
"corporate branding" -- "process research"
"nuclear import" -- "virology"
"water treatment" -- "disinfection by-products"
"water treatment" -- "membrane processes"
"water treatment" -- "water chemistry"
"water treatment" -- "aops"
"water treatment" -- "fe"
"water treatment" -- "membrane science technology"
"water treatment" -- "emerging contaminants"
"water treatment" -- "advanced oxidation"
"water treatment" -- "environmental nanoscience"
"water treatment" -- "fouling"
"water treatment" -- "disinfection"
"water treatment" -- "membrane separation"
"water treatment" -- "natural organic matter"
"water treatment" -- "capacitive deionization"
"water treatment" -- "micropollutants"
"water treatment" -- "membrane filtration"
"water treatment" -- "ion exchange"
"water treatment" -- "environmental engineering"
"water treatment" -- "desalination"
"water treatment" -- "advanced oxidation processes"
"information engineering" -- "problem posing"
"invariant theory" -- "representation theory"
"molecular microbiology" -- "bioinformatics"
"molecular microbiology" -- "mobile genetic elements"
"effective field theory" -- "gravitational waves"
"united states history" -- "american history"
"actin" -- "myosin"
"actin" -- "cytoskeleton"
"isotope science" -- "geochemistry"
"psychological well-being" -- "quality of life"
"active galaxies" -- "infrared"
"arabic language" -- "al-andalus"
"k-theory" -- "operator algebras"
"neural crest" -- "emt"
"semicondutores" -- "materials science"
"heat treatment" -- "corrosion"
"pharmacometrics" -- "pediatric infectious diseases"
"pharmacometrics" -- "pd"
"pharmacometrics" -- "clinical pharmacology"
"radiotherapy physics" -- "polymer gel dosimetry"
"imaging genetics" -- "brain asymmetry"
"imaging genetics" -- "fmri"
"native american" -- "indigenous studies"
"native american" -- "healing"
"fault location" -- "smart grid"
"environmental biology" -- "ecology"
"telerilevamento" -- "geologia applicata"
"telerilevamento" -- "idrologia"
"experimental cosmology" -- "cosmic microwave background"
"algal biofuels" -- "carbon metabolism"
"gene conversion" -- "molecular evolution"
"gene conversion" -- "genetic recombination"
"gene conversion" -- "human evolutionary genetics"
"expectations" -- "perception"
"cultural ecology" -- "evolutionary psychology"
"therapeutic endoscopy" -- "gastroenterology"
"coarse-graining" -- "statistical mechanics"
"policy analysis" -- "cost-benefit analysis"
"policy analysis" -- "public policy"
"aboriginal peoples" -- "restorative justice"
"aboriginal peoples" -- "indigenous governance"
"sexual minorities" -- "psychopathology"
"bourdieu" -- "social mobility"
"química farmacéutica" -- "química médica"
"química farmacéutica" -- "bioquímica"
"laser physics" -- "nonlinear optics"
"phenomenology" -- "particle physics theory"
"phenomenology" -- "existentialism"
"phenomenology" -- "merleau-ponty"
"phenomenology" -- "husserl"
"phenomenology" -- "deconstruction"
"phenomenology" -- "philosophy"
"phenomenology" -- "japanese culture"
"phenomenology" -- "hermeneutics"
"phenomenology" -- "continental philosophy"
"phenomenology" -- "particle theory"
"phenomenology" -- "heidegger"
"phenomenology" -- "high energy theory"
"aerosol-cloud interactions" -- "atmospheric chemistry"
"ofdma" -- "mimo"
"international education" -- "comparative"
"international education" -- "education"
"pavement engineering" -- "asphalt concrete"
"pavement engineering" -- "warm mix asphalt"
"pavement engineering" -- "geotechnical engineering"
"pavement engineering" -- "asphalt technology"
"geospatial analysis" -- "gis"
"food analysis" -- "food chemistry"
"nonparametric bayes" -- "induction"
"uterine biology" -- "pregnancy"
"drug-drug interactions" -- "drug metabolism"
"derecho internacional público" -- "international relations"
"transición" -- "franquismo"
"transición" -- "historia de españa"
"transición" -- "siglo xix"
"critical geopolitics" -- "political geography"
"executive compensation" -- "corporate governance"
"salutogenesis" -- "health promotion"
"ultrafast photonics" -- "femtosecond laser"
"actividad física y salud" -- "educación física"
"reef fish ecology" -- "macroecology"
"contemporary poetry" -- "modernism"
"decentralization" -- "public economics"
"first-principles calculations" -- "defect physics"
"first-principles calculations" -- "materials science"
"first-principles calculations" -- "computational thermodynamics"
"host" -- "pathogen interactions"
"united states" -- "russia"
"emergency preparedness" -- "community resilience"
"van der waals" -- "nanoscale thermal transport"
"renewable integration" -- "power systems"
"reading development" -- "dyslexia"
"storage devices" -- "energy conversion"
"solar wind" -- "plasma turbulence"
