"geomicrobiology" -- "biogeochemistry"
"family therapy" -- "couples"
"forensic anthropology" -- "bioarchaeology"
"program analysis" -- "programming languages"
"face recognition" -- "object recognition"
"sexual selection" -- "mate choice"
"sexual selection" -- "behavioral ecology"
"sexual selection" -- "mating systems"
"sexual selection" -- "jebed"
"sexual selection" -- "speciation"
"sexual selection" -- "sperm competition"
"indexing" -- "query processing"
"biology education" -- "science education"
"nanosensors" -- "nanomaterials"
"mesenchymal stem cells" -- "tissue engineering"
"wetlands" -- "rivers"
"astronomy" -- "exoplanets"
"microscopy" -- "fluorescence"
"microscopy" -- "optics"
"microscopy" -- "biophotonics"
"agile" -- "lean"
"memory" -- "attention"
"memory" -- "neurobiology of learning"
"memory" -- "synaptic plasticity"
"memory" -- "autobiographical memory"
"tissue engineering" -- "bioreactors"
"tissue engineering" -- "electrospinning"
"tissue engineering" -- "stem cells"
"tissue engineering" -- "bone regeneration"
"open access" -- "repositories"
"open access" -- "open science"
"global governance" -- "international political economy"
"cooperation" -- "trust"
"constraint programming" -- "sat"
"constraint programming" -- "logic programming"
"atomic physics" -- "precision measurement"
"atomic physics" -- "rydberg atoms"
"medieval studies" -- "digital humanities"
"stress" -- "social support"
"stress" -- "cortisol"
"stress" -- "depression"
"stress" -- "psychoneuroimmunology"
"transition" -- "transportation"
"musicology" -- "music theory"
"musicology" -- "music"
"suicide" -- "self-injury"
"suicide" -- "depression"
"robot vision" -- "slam"
"television" -- "digital media"
"swarm intelligence" -- "swarm robotics"
"cryo-em" -- "structural biology"
"biophotonics" -- "biomedical optics"
"plant virology" -- "plant pathology"
"dna repair" -- "recombination"
"dna repair" -- "dna damage"
"morphometrics" -- "evolutionary biology"
"mathematical morphology" -- "image processing"
"middle east" -- "islam"
"reinforcement learning" -- "artificial intelligence"
"power system stability" -- "power system dynamics"
"power system stability" -- "control"
"internal combustion engines" -- "emissions"
"civil war" -- "terrorism"
"civil war" -- "international relations"
"sociology of law" -- "criminology"
"skeletal biology" -- "bioarchaeology"
"turbulent flows" -- "flow control"
"discrete element method" -- "rock mechanics"
"discrete element method" -- "granular materials"
"two-phase flow" -- "heat transfer"
"tesol" -- "applied linguistics"
"protein biochemistry" -- "structural biology"
"document image analysis" -- "pattern recognition"
"pavement" -- "asphalt"
"artificial intelligence" -- "robotics"
"artificial intelligence" -- "computer games"
"artificial intelligence" -- "machine learning"
"artificial intelligence" -- "computer vision"
"artificial intelligence" -- "multi-agent systems"
"artificial intelligence" -- "knowledge representation"
"artificial intelligence" -- "computational creativity"
"plant biology" -- "plant biochemistry"
"supersymmetry" -- "string theory"
"quantum computing" -- "quantum algorithms"
"community ecology" -- "species interactions"
"cancer immunotherapy" -- "tumor immunology"
"pet" -- "mr"
"ngs" -- "gwas"
"reconfigurable computing" -- "computer architecture"
"reconfigurable computing" -- "fpga"
"pattern recognition" -- "biomedical signal processing"
"pattern recognition" -- "human language technology"
"pattern recognition" -- "multimedia information retrieval"
"algebraic geometry" -- "number theory"
"algebraic geometry" -- "singularity theory"
"algebraic geometry" -- "tropical geometry"
"earth observation" -- "remote sensing"
"structural geology" -- "fault zones"
"structural geology" -- "seismotectonics"
"structural geology" -- "tectonics"
"sat" -- "smt"
"depression" -- "anxiety"
"depression" -- "bipolar disorder"
"data mining" -- "web mining"
"data mining" -- "outlier detection"
"data mining" -- "databases"
"data mining" -- "social networks"
"data mining" -- "business intelligence"
"data mining" -- "machine learning"
"eu law" -- "international law"
"rock engineering" -- "rock mechanics"
"exosomes" -- "proteomics"
"exosomes" -- "microvesicles"
"kinetics" -- "thermodynamics"
"music technology" -- "audio signal processing"
"music technology" -- "computer music"
"music technology" -- "music education"
"inventory management" -- "production planning"
"speleothems" -- "paleoclimate"
"knowledge representation" -- "reasoning"
"knowledge representation" -- "automated reasoning"
"knowledge representation" -- "logic programming"
"vibration" -- "structural dynamics"
"vibration" -- "noise"
"vibration" -- "acoustics"
"vibration" -- "rotordynamics"
"ms" -- "gc-ms"
"ms" -- "lc-ms"
"theory of computation" -- "algorithms"
"bipolar disorder" -- "mood disorders"
"virology" -- "influenza virus"
"virology" -- "virus-host interactions"
"building information modeling" -- "green building"
"lean" -- "operations management"
"human genetics" -- "complex traits"
"human genetics" -- "genomics"
"urology" -- "urologic oncology"
"ancient philosophy" -- "metaphysics"
"ancient philosophy" -- "plato"
"pharmacoepidemiology" -- "comparative effectiveness research"
"pharmacoepidemiology" -- "clinical pharmacology"
"image understanding" -- "computer vision"
"intellectual property" -- "copyright law"
"intellectual property" -- "patents"
"intellectual property" -- "internet law"
"intellectual property" -- "patent law"
"micro air vehicles" -- "robotics"
"science education" -- "nature of science"
"science education" -- "learning sciences"
"science education" -- "environmental education"
"drug" -- "gene delivery"
"fisheries management" -- "marine conservation"
"fisheries management" -- "fisheries ecology"
"block copolymers" -- "directed self-assembly"
"coral reefs" -- "symbiosis"
"coral reefs" -- "corals"
"coral reefs" -- "marine ecology"
"nanotubes" -- "graphene"
"china" -- "asia"
"china" -- "east asia"
"china" -- "international relations"
"urban politics" -- "public policy"
"bone" -- "osteoporosis"
"bone" -- "cartilage"
"natural products" -- "phytochemistry"
"applied linguistics" -- "english for specific purposes"
"applied linguistics" -- "second language writing"
"applied linguistics" -- "sla"
"applied linguistics" -- "call"
"metaheuristics" -- "heuristics"
"metaheuristics" -- "vehicle routing problem"
"human evolution" -- "palaeolithic archaeology"
"human evolution" -- "primate evolution"
"distributed control" -- "cooperative control"
"terrorism" -- "radicalization"
"bioinorganic chemistry" -- "coordination chemistry"
"public relations" -- "crisis communication"
"agronomy" -- "crop modeling"
"x-ray scattering" -- "neutron scattering"
"x-ray scattering" -- "neutron"
"audio" -- "acoustics"
"stratification" -- "inequality"
"mathematics education" -- "teacher education"
"mathematics education" -- "problem solving"
"planetary science" -- "planetary geology"
"planetary science" -- "astrobiology"
"planetary science" -- "cosmochemistry"
"molecular" -- "cellular biology"
"regeneration" -- "tissue repair"
"regeneration" -- "stem cells"
"approximation algorithms" -- "randomized algorithms"
"approximation algorithms" -- "algorithmic game theory"
"flight dynamics" -- "control"
"computational chemistry" -- "molecular dynamics simulation"
"computational chemistry" -- "quantum chemistry"
"project management" -- "program management"
"social interaction" -- "conversation analysis"
"music therapy" -- "music"
"population genomics" -- "speciation"
"computational logic" -- "logic programming"
"health policy" -- "health systems"
"health policy" -- "medicaid"
"foraminifera" -- "micropaleontology"
"herpetology" -- "thermal biology"
"herpetology" -- "conservation biology"
"ethics" -- "comparative philosophy"
"coordination chemistry" -- "organometallics"
"data structures" -- "graph algorithms"
"data structures" -- "computational geometry"
"maternal" -- "reproductive health"
"wind turbines" -- "wind energy"
"production planning" -- "scheduling"
"legal profession" -- "legal education"
"agribusiness" -- "agricultural economics"
"book history" -- "digital humanities"
"liposomes" -- "drug delivery"
"industrial economics" -- "economics of innovation"
"bioelectromagnetics" -- "computational electromagnetics"
"convex analysis" -- "variational analysis"
"gps" -- "insar"
"computational social science" -- "network analysis"
"facts" -- "hvdc"
"comparative genomics" -- "molecular evolution"
"educational data mining" -- "learning analytics"
"memory systems" -- "computer architecture"
"clinical trials" -- "biostatistics"
"computer vision" -- "human vision"
"computer vision" -- "image retrieval"
"computer vision" -- "human action recognition"
"computer vision" -- "multimedia"
"computer vision" -- "video analytics"
"computer vision" -- "face analysis"
"policing" -- "criminal justice"
"policing" -- "criminology"
"surgical oncology" -- "surgery"
"metabolomics" -- "metabonomics"
"metabolomics" -- "lc-ms"
"metabolomics" -- "cancer metabolism"
"metabolomics" -- "mass spectrometry"
"injury prevention" -- "road safety"
"hermeneutics" -- "phenomenology"
"individual differences" -- "emotional intelligence"
"individual differences" -- "personality"
"individual differences" -- "intelligence"
"international business" -- "international management"
"international business" -- "international marketing"
"epigenetics" -- "gene regulation"
"epigenetics" -- "dna methylation"
"epigenetics" -- "transcriptional regulation"
"rhinology" -- "skull base surgery"
"microchannels" -- "heat transfer"
"sers" -- "plasmonics"
"bacterial genetics" -- "microbiology"
"dnp" -- "nmr"
"3d interaction" -- "virtual reality"
"information processing" -- "signal"
"mixed-signal ic design" -- "analog"
"software systems" -- "programming languages"
"prefrontal cortex" -- "executive function"
"compiler optimization" -- "computer architecture"
"biomechatronics" -- "robotics"
"molecular programming" -- "dna nanotechnology"
"cellular networks" -- "wireless communications"
"relaciones públicas" -- "comunicación"
"supercapacitors" -- "metal oxides"
"supercapacitors" -- "li-ion batteries"
"supercapacitors" -- "carbon materials"
"supercapacitors" -- "batteries"
"supercapacitors" -- "conducting polymers"
"supercapacitors" -- "lithium ion batteries"
"lipid metabolism" -- "atherosclerosis"
"calculus of variations" -- "pdes"
"calculus of variations" -- "pde"
"calculus of variations" -- "partial differential equations"
"distributed generation" -- "microgrids"
"bioarchaeology" -- "physical anthropology"
"bioarchaeology" -- "dental anthropology"
"bioarchaeology" -- "biological anthropology"
"intimate partner violence" -- "sexual assault"
"intimate partner violence" -- "child maltreatment"
"intimate partner violence" -- "domestic violence"
"crowdsourcing" -- "collective intelligence"
"historical geography" -- "cultural geography"
"mindfulness" -- "compassion"
"mindfulness" -- "emotion regulation"
"mindfulness" -- "meditation"
"class" -- "gender"
"exoplanets" -- "stellar astrophysics"
"exoplanets" -- "astrobiology"
"protein aggregation" -- "neurodegeneration"
"ultrasound" -- "photoacoustic imaging"
"ultrasound" -- "photoacoustics"
"ultrasound" -- "elastography"
"ultrasound" -- "transducers"
"ultrasound" -- "contrast agents"
"linguistic anthropology" -- "sociolinguistics"
"fpga" -- "gpu"
"analog" -- "rf circuits"
"analog" -- "mixed-signal circuit design"
"water quality" -- "watershed modeling"
"water quality" -- "estuaries"
"peacebuilding" -- "statebuilding"
"peacebuilding" -- "conflict"
"information theory" -- "network coding"
"information theory" -- "error correcting codes"
"information theory" -- "compression"
"information theory" -- "digital communications"
"information theory" -- "statistical inference"
"information theory" -- "communication systems"
"phylogenetics" -- "evolutionary biology"
"phylogenetics" -- "macroevolution"
"phylogenetics" -- "molecular evolution"
"phylogenetics" -- "evolutionary genomics"
"xps" -- "thin films"
"mathematical programming" -- "operations research"
"social influence" -- "persuasion"
"co2 reduction" -- "catalysis"
"behavioral neuroendocrinology" -- "behavioral neuroscience"
"negotiation" -- "trust"
"negotiation" -- "conflict"
"air-sea interaction" -- "physical oceanography"
"nanoelectronics" -- "2d materials"
"precision medicine" -- "cancer genomics"
"stratigraphy" -- "palaeontology"
"attosecond science" -- "ultrafast lasers"
"biomarker discovery" -- "mass spectrometry"
"imaging" -- "video"
"atmospheric modeling" -- "meteorology"
"homogenization" -- "heterogeneous catalysis"
"vadose zone hydrology" -- "soil physics"
"arithmetic geometry" -- "number theory"
"databases" -- "data management"
"databases" -- "xml"
"databases" -- "data streams"
"databases" -- "query processing"
"speech perception" -- "laboratory phonology"
"speech perception" -- "speech production"
"osteoporosis" -- "sarcopenia"
"empirical asset pricing" -- "behavioral finance"
"stochastic processes" -- "probability"
"proof complexity" -- "computational complexity"
"cardiovascular epidemiology" -- "nutritional epidemiology"
"word learning" -- "language acquisition"
"audio signal processing" -- "spatial audio"
"tem" -- "sem"
"tem" -- "stem"
"mathematical epidemiology" -- "mathematical biology"
"syntax" -- "sentence processing"
"syntax" -- "pragmatics"
"syntax" -- "syntax-semantics interface"
"syntax" -- "linguistic theory"
"thermal conductivity" -- "thermoelectrics"
"gait" -- "balance"
"forest ecology" -- "ecological restoration"
"thermodynamics" -- "refrigeration"
"thermodynamics" -- "supercritical fluids"
"thermodynamics" -- "heat transfer"
"thermodynamics" -- "energy systems"
"psychopharmacology" -- "behavioural neuroscience"
"didáctica de la matemática" -- "educación estadística"
"dyslexia" -- "dyscalculia"
"dyslexia" -- "reading"
"dyslexia" -- "learning disabilities"
"administration" -- "public policy"
"financial regulation" -- "banking"
"mild cognitive impairment" -- "alzheimer s disease"
"signal" -- "image processing"
"simulation" -- "system modeling"
"pulmonary" -- "critical care"
"astrobiology" -- "geobiology"
"social evolution" -- "social insects"
"neural prosthetics" -- "neural engineering"
"philosophy of physics" -- "metaphysics"
"power system dynamics" -- "stability"
"gas separation" -- "membranes"
"answer set programming" -- "logic programming"
"neurodevelopmental disorders" -- "autism"
"work-family" -- "gender"
"fungi" -- "symbiosis"
"nonverbal behavior" -- "social psychology"
"design" -- "manufacturing"
"design" -- "typography"
"design" -- "analysis of algorithms"
"technology integration" -- "teacher education"
"image quality" -- "image processing"
"plasticity" -- "dislocations"
"political science" -- "public policy"
"political science" -- "international relations"
"political science" -- "international studies"
"political science" -- "methodology"
"counseling" -- "counselor education"
"market design" -- "matching theory"
"parallel computing" -- "compilers"
"developmental biology" -- "embryology"
"plant ecophysiology" -- "global change"
"education policy" -- "charter schools"
"education policy" -- "comparative education"
"education policy" -- "educational leadership"
"fluidization" -- "multiphase flow"
"quantitative proteomics" -- "mass spectrometry"
"construction engineering" -- "construction management"
"construction engineering" -- "management"
"biodiversity conservation" -- "political ecology"
"gender studies" -- "women s"
"gender studies" -- "disability studies"
"democracy" -- "political theory"
"magnetosphere" -- "space weather"
"human biology" -- "biological anthropology"
"catalysis" -- "green chemistry"
"catalysis" -- "asymmetric synthesis"
"catalysis" -- "surface science"
"catalysis" -- "biomass conversion"
"borders" -- "geopolitics"
"prebiotics" -- "probiotics"
"optical wireless communications" -- "visible light communications"
"human-robot interaction" -- "robotics"
"human-robot interaction" -- "social robotics"
"indigenous studies" -- "anthropology"
"inclusion" -- "diversity"
"precambrian geology" -- "tectonics"
"ethnomethodology" -- "conversation analysis"
"microwave" -- "millimeter wave"
"ictd" -- "ict4d"
"mobile robotics" -- "slam"
"near-field optics" -- "plasmonics"
"patient safety" -- "quality improvement"
"patient safety" -- "medical error"
"patient safety" -- "quality"
"patient safety" -- "clinical decision support"
"public policy" -- "public administration"
"public policy" -- "federalism"
"graphical models" -- "machine learning"
"kinematics" -- "mechanics"
"phytotherapy" -- "phytochemistry"
"geotechnics" -- "geoenvironmental"
"multi-objective optimization" -- "evolutionary algorithms"
"control theory" -- "robotics"
"clinical research" -- "biostatistics"
"timber engineering" -- "structural engineering"
"intellectual capital" -- "knowledge management"
"hiv" -- "aids"
"hiv" -- "substance use"
"hiv" -- "sexual health"
"hiv" -- "hcv"
"membranes" -- "separation"
"marine ecology" -- "benthic ecology"
"marine ecology" -- "invertebrate zoology"
"driver behavior" -- "traffic safety"
"teams" -- "groups"
"magneto-optics" -- "plasmonics"
"analysis" -- "pde"
"analysis" -- "algorithm design"
"microfluidics" -- "organ-on-a-chip"
"microfluidics" -- "electrowetting"
"microfluidics" -- "lab-on-a-chip"
"microfluidics" -- "nanofluidics"
"microfluidics" -- "acoustofluidics"
"microfluidics" -- "point-of-care diagnostics"
"microfluidics" -- "microreactors"
"microfluidics" -- "biopreservation"
"2d materials" -- "graphene"
"safety" -- "occupational health"
"safety" -- "quality"
"lipids" -- "nutrition"
"nonlinear vibration" -- "structural dynamics"
"emotion regulation" -- "anxiety"
"emotion regulation" -- "temperament"
"query processing" -- "database systems"
"model-driven development" -- "software engineering"
"neurology" -- "stroke"
"computer-mediated communication" -- "interpersonal communication"
"diversity" -- "equality"
"agricultural policy" -- "agricultural economics"
"fiber lasers" -- "nonlinear optics"
"software defined networking" -- "network function virtualization"
"productivity analysis" -- "efficiency"
"attitudes" -- "persuasion"
"attitudes" -- "social psychology"
"childhood" -- "youth"
"stem cell biology" -- "regenerative medicine"
"high energy physics" -- "particle physics"
"economics of innovation" -- "economics of science"
"efficiency" -- "productivity"
"efficiency" -- "banking"
"coastal processes" -- "geomorphology"
"public participation" -- "urban planning"
"geographic information systems" -- "remote sensing"
"executive function" -- "cognitive aging"
"executive function" -- "cognitive development"
"economic demography" -- "labor economics"
"business process management" -- "business process modeling"
"complex systems" -- "evolutionary dynamics"
"complex systems" -- "social systems"
"inverse theory" -- "seismology"
"plant genetics" -- "plant biotechnology"
"space situational awareness" -- "astrodynamics"
"bioanalytical chemistry" -- "mass spectrometry"
"synthetic aperture radar" -- "remote sensing"
"high pressure" -- "mineral physics"
"antibiotic resistance" -- "microbiology"
"lichenology" -- "botany"
"household finance" -- "behavioral finance"
"multiferroics" -- "oxides"
"multiferroics" -- "magnetism"
"isu-vdpam" -- "veterinary medicine"
"risk analysis" -- "decision analysis"
"storage systems" -- "operating systems"
"storage systems" -- "file"
"storage systems" -- "flash memory"
"stem cells" -- "tissue regeneration"
"stem cells" -- "cardiomyocytes"
"stem cells" -- "pluripotency"
"stem cells" -- "regenerative medicine"
"stem cells" -- "muscular dystrophy"
"thermomechanical processing" -- "severe plastic deformation"
"invasion ecology" -- "conservation biology"
"international marketing" -- "marketing strategy"
"biogeochemical cycles" -- "climate change"
"scheduling" -- "operations research"
"scheduling" -- "planning"
"density functional theory" -- "quantum chemistry"
"multi-robot systems" -- "robotics"
"experimental finance" -- "behavioral finance"
"digital forensics" -- "cybercrime"
"digital forensics" -- "information security"
"travel demand modeling" -- "transportation planning"
"arqueología" -- "prehistoria"
"earthquake science" -- "geophysics"
"disaster risk reduction" -- "climate change adaptation"
"disaster risk reduction" -- "natural hazards"
"behavioral finance" -- "corporate finance"
"hydrogeology" -- "karst"
"hydrogeology" -- "groundwater modeling"
"hydrogeology" -- "hydrochemistry"
"biofilms" -- "microbiology"
"biofilms" -- "microbial interactions"
"membrane proteins" -- "structural biology"
"cvd" -- "thin films"
"productivity" -- "efficiency analysis"
"traffic safety" -- "transportation engineering"
"global change" -- "ecosystem ecology"
"neurorehabilitation" -- "stroke"
"neurorehabilitation" -- "spinal cord injury"
"soil dynamics" -- "geotechnical earthquake engineering"
"real estate" -- "housing"
"exploration seismology" -- "geophysics"
"queueing" -- "operations research"
"history of biology" -- "history of science"
"instrumentation" -- "sensors"
"educación" -- "sociología"
"educación" -- "pedagogía"
"educación" -- "tecnología educativa"
"nmr" -- "nuclear magnetic resonance"
"nmr" -- "structural biology"
"nmr" -- "metabonomics"
"phytoremediation" -- "bioremediation"
"separation" -- "co2 capture"
"conservation biology" -- "amphibians"
"conservation biology" -- "disease ecology"
"conservation biology" -- "spatial ecology"
"conservation biology" -- "wildlife management"
"conservation biology" -- "bats"
"conservation biology" -- "human-wildlife conflict"
"conservation biology" -- "endangered species"
"stakeholder management" -- "corporate social responsibility"
"language development" -- "cognitive development"
"international criminal law" -- "public international law"
"international criminal law" -- "international law"
"cheminformatics" -- "drug design"
"climate modeling" -- "land-atmosphere interactions"
"physical oceanography" -- "ocean mixing"
"microbial pathogenesis" -- "microbiology"
"marine robotics" -- "robotics"
"skull base surgery" -- "cerebrovascular surgery"
"melanoma" -- "dermoscopy"
"image classification" -- "remote sensing"
"quantum gravity" -- "string theory"
"thin films" -- "ald"
"thin films" -- "atomic layer deposition"
"thin films" -- "solar cells"
"thin films" -- "complex oxides"
"optical sensors" -- "photonics"
"mechanics" -- "materials"
"surface science" -- "synchrotron radiation"
"surface science" -- "scanning tunneling microscopy"
"surface science" -- "oxide surfaces"
"nafld" -- "diabetes"
"pulmonary hypertension" -- "hypoxia"
"temporal logic" -- "model checking"
"geophysics" -- "geology"
"geophysics" -- "geothermal"
"geophysics" -- "seismic"
"geophysics" -- "rock physics"
"geophysics" -- "inversion"
"business process modeling" -- "requirements engineering"
"antarctica" -- "glaciology"
"economics of the family" -- "labor economics"
"women" -- "gender"
"women" -- "politics"
"south asia" -- "gender"
"south asia" -- "india"
"primary care" -- "family medicine"
"genomic selection" -- "animal breeding"
"landscape" -- "heritage"
"bacteriology" -- "microbiology"
"labor markets" -- "inequality"
"geoscience" -- "geology"
"search theory" -- "macroeconomics"
"derecho constitucional" -- "constitutional law"
"financial intermediation" -- "corporate finance"
"behavioral pharmacology" -- "drug abuse"
"photonic crystals" -- "plasmonics"
"personality" -- "psychopathology"
"personality" -- "personality disorders"
"planning" -- "heuristic search"
"microbiome" -- "metagenomics"
"food processing" -- "food engineering"
"growth" -- "macroeconomics"
"rna" -- "proteins"
"rna" -- "dna"
"bioremediation" -- "environmental microbiology"
"discourse" -- "pragmatics"
"laser scanning" -- "geomatics"
"instructional design" -- "distance education"
"instructional design" -- "instructional technology"
"digital culture" -- "new media"
"neurodegeneration" -- "alzheimer s disease"
"neurodegeneration" -- "als"
"prognosis" -- "fault diagnosis"
"prognosis" -- "diagnosis"
"cardiac" -- "surgery"
"space weather" -- "space physics"
"continental philosophy" -- "phenomenology"
"nanodevices" -- "nanomaterials"
"nutrition" -- "hydration"
"nutrition" -- "diet"
"art" -- "literatura"
"arctic" -- "antarctic"
"arctic" -- "permafrost"
"active perception" -- "robotics"
"food safety" -- "food engineering"
"magnetospheric physics" -- "space physics"
"eels" -- "stem"
"eels" -- "plasmonics"
"risk management" -- "financial engineering"
"structural dynamics" -- "model updating"
"optoelectronics" -- "semiconductor devices"
"optoelectronics" -- "photonics"
"optoelectronics" -- "semiconductor physics"
"creative writing" -- "poetry"
"rivers" -- "geomorphology"
"rivers" -- "streams"
"metaphysics" -- "philosophy of time"
"interferometry" -- "spectroscopy"
"economics of education" -- "labor economics"
"string theory" -- "black holes"
"string theory" -- "ads"
"string theory" -- "holography"
"cartilage" -- "osteoarthritis"
"animal behavior" -- "ethology"
"animal behavior" -- "behavioral ecology"
"photodetectors" -- "solar cells"
"new product development" -- "marketing strategy"
"rural development" -- "agricultural economics"
"diabetes" -- "beta cells"
"diabetes" -- "insulin"
"diabetes" -- "cardiovascular disease"
"metagenomics" -- "human microbiome"
"experimental psychology" -- "cognitive psychology"
"design patterns" -- "software engineering"
"history of medicine" -- "history of science"
"inverse problems" -- "electrical impedance tomography"
"inverse problems" -- "tomography"
"money" -- "banking"
"reinforced concrete" -- "frp"
"ofdm" -- "visible light communications"
"regional anesthesia" -- "anesthesiology"
"space physics" -- "ionosphere"
"intellectual history" -- "history of science"
"disease ecology" -- "zoonoses"
"zno" -- "gan"
"applied econometrics" -- "labor economics"
"collection development" -- "scholarly communication"
"adaptive software" -- "software engineering"
"environmental communication" -- "rhetoric"
"computational biomechanics" -- "finite element analysis"
"image compression" -- "image processing"
"parasitology" -- "malaria"
"consciousness" -- "attention"
"morphodynamics" -- "sediment transport"
"sports science" -- "sports medicine"
"operations management" -- "operations strategy"
"energy transfer" -- "ultrafast spectroscopy"
"nano-optics" -- "plasmonics"
"auv" -- "robotics"
"surface processes" -- "tectonics"
"parsing" -- "machine translation"
"group processes" -- "social psychology"
"pollination" -- "floral evolution"
"pollination" -- "plant-animal interactions"
"frailty" -- "sarcopenia"
"robotics" -- "unmanned aerial vehicles"
"robotics" -- "slam"
"robotics" -- "robotic manipulation"
"energy law" -- "environmental law"
"international political economy" -- "foreign aid"
"international political economy" -- "international relations"
"ict4d" -- "e-government"
"electrospinning" -- "nanofibers"
"developmental disabilities" -- "autism"
"morality" -- "social psychology"
"behavioural medicine" -- "health psychology"
"legal theory" -- "constitutional law"
"interconnection networks" -- "computer architecture"
"data curation" -- "digital preservation"
"data curation" -- "data management"
"housing studies" -- "urban studies"
"superfluidity" -- "bose-einstein condensation"
"plant-animal interactions" -- "ecological networks"
"plant" -- "soil ecology"
"labor economics" -- "microeconometrics"
"labor economics" -- "applied microeconomics"
"eating disorders" -- "body image"
"proteins" -- "nucleic acids"
"sociology of work" -- "employment"
"children s literature" -- "young adult literature"
"human behavioral ecology" -- "hunter-gatherers"
"human behavioral ecology" -- "evolutionary anthropology"
"mining engineering" -- "rock mechanics"
"allergy" -- "dermatology"
"missing data" -- "causal inference"
"tectonics" -- "geodynamics"
"tectonics" -- "seismology"
"transportation" -- "travel behaviour"
"transportation" -- "ports"
"nanofluidics" -- "electrokinetics"
"nanofluidics" -- "heat transfer"
"nde" -- "ultrasonics"
"feminist theory" -- "gender"
"land change science" -- "remote sensing"
"alzheimer s disease" -- "neurodegenerative disorders"
"adaptive control" -- "nonlinear control"
"ion mobility spectrometry" -- "mass spectrometry"
"accounting" -- "disclosure"
"accounting" -- "finance"
"dendrimers" -- "drug delivery"
"silicon photonics" -- "integrated optics"
"silicon photonics" -- "nonlinear optics"
"cooperative control" -- "multi-agent systems"
"stochastic analysis" -- "mathematical finance"
"sexual health" -- "hiv prevention"
"biotechnology" -- "microbiology"
"3d user interfaces" -- "virtual reality"
"sociology of knowledge" -- "social theory"
"african studies" -- "anthropology"
"climate variability" -- "monsoon"
"housing" -- "segregation"
"tunnelling" -- "rock mechanics"
"neurosurgery" -- "endovascular neurosurgery"
"neurosurgery" -- "cerebrovascular surgery"
"diophantine equations" -- "number theory"
"digital literacy" -- "information literacy"
"international law" -- "international humanitarian law"
"international law" -- "human rights law"
"international law" -- "constitutional law"
"international law" -- "environmental law"
"type theory" -- "programming languages"
"criminal law" -- "criminal procedure"
"criminal law" -- "constitutional law"
"criminal law" -- "evidence"
"quantum hall effect" -- "graphene"
"nanomaterials" -- "nanomotors"
"mimo systems" -- "wireless communications"
"resource recovery" -- "wastewater treatment"
"geotechnical earthquake engineering" -- "soil-structure interaction"
"knowledge management" -- "organizational learning"
"combinatorial optimisation" -- "operations research"
"steel structures" -- "seismic design"
"fault detection" -- "diagnosis"
"open quantum systems" -- "entanglement"
"vascular disease" -- "surgery"
"health psychology" -- "chronic pain"
"health psychology" -- "behavioral medicine"
"mmic" -- "rfic"
"digital systems" -- "computer architecture"
"bose-einstein condensation" -- "quantum gases"
"host-pathogen interactions" -- "microbiology"
"data envelopment analysis" -- "operations research"
"spatial cognition" -- "embodied cognition"
"spatial cognition" -- "navigation"
"professional development" -- "teacher education"
"glass" -- "gels"
"computational mathematics" -- "applied"
"adhd" -- "developmental psychopathology"
"urban ecology" -- "urban forestry"
"algorithms" -- "computational complexity"
"algorithms" -- "complexity"
"algorithms" -- "computational geometry"
"aggression" -- "bullying"
"computational topology" -- "computational geometry"
"machine vision" -- "image processing"
"automorphic forms" -- "number theory"
"severe plastic deformation" -- "superplasticity"
"cytoskeleton" -- "actin"
"palaeobiology" -- "palaeontology"
"network design" -- "operations research"
"static analysis" -- "abstract interpretation"
"static analysis" -- "programming languages"
"network optimization" -- "operations research"
"applied behavior analysis" -- "autism"
"urban planning" -- "planning theory"
"urban planning" -- "housing policy"
"urban planning" -- "urban governance"
"music theory" -- "music cognition"
"lysosomes" -- "autophagy"
"approximate computing" -- "computer architecture"
"sexuality studies" -- "gender"
"corporate finance" -- "asset pricing"
"corporate finance" -- "financial institutions"
"corporate finance" -- "banking"
"local government" -- "public administration"
"navigation" -- "gnss"
"food webs" -- "ecological networks"
"food webs" -- "stable isotopes"
"food webs" -- "freshwater ecology"
"motor control" -- "neuromechanics"
"motor control" -- "neurophysiology"
"mhealth" -- "ehealth"
"transportation engineering" -- "road safety"
"educational linguistics" -- "sociolinguistics"
"cognitive science" -- "computational modeling"
"forest inventory" -- "remote sensing"
"diagnostics" -- "prognostics"
"file systems" -- "operating systems"
"sport" -- "exercise psychology"
"seismic imaging" -- "inversion"
"phenomenology" -- "heidegger"
"time-delay systems" -- "robust control"
"hyperspectral" -- "remote sensing"
"gas sensors" -- "solar cells"
"ichthyology" -- "systematics"
"anesthesia" -- "intensive care"
"progressive collapse" -- "structural engineering"
"bayesian networks" -- "probabilistic graphical models"
"gnss" -- "ionosphere"
"social norms" -- "social psychology"
"biomass conversion" -- "heterogeneous catalysis"
"criminology" -- "social control"
"mathematical biology" -- "mathematical ecology"
"wireless communications" -- "signal processing for communications"
"wireless communications" -- "smart grid communications"
"wireless communications" -- "massive mimo"
"phononics" -- "thermoelectrics"
"radar meteorology" -- "cloud physics"
"organic solar cells" -- "organic light-emitting diodes"
"self-stabilization" -- "distributed algorithms"
"gender" -- "sexual violence"
"gender" -- "masculinity"
"gender" -- "sexual orientation"
"computational geometry" -- "discrete"
"computational geometry" -- "graph drawing"
"intracerebral hemorrhage" -- "stroke"
"radar" -- "sar"
"us foreign policy" -- "international relations"
